mirror_config,target_name,model_name,accuracy,roc_auc,f1_score
undersampling_centroids,Home Clean Sheet,Neural Network (Dropout),0.5560283687943264,0.5715859684382298,0.4073107209623263
undersampling_nearmiss,1X2 (Match Winner),Logistic Regression (Elastic Net),0.44468085106382976,0.0,0.4575260113470878
undersampling_nearmiss,1X2 (Match Winner),Random Forest,0.4283687943262411,0.0,0.43842448647969323
undersampling_nearmiss,1X2 (Match Winner),HistGradientBoosting (Early Stopping),0.451418439716312,0.0,0.4568446513690539
undersampling_nearmiss,1X2 (Match Winner),XGBoost (L1/L2 Regularized),0.38581560283687943,0.0,0.3955521152751883
undersampling_nearmiss,1X2 (Match Winner),Neural Network (Dropout),0.37553191489361704,0.0,0.3800627771207452
undersampling_nearmiss,Double Chance 1X (Home or Draw),Logistic Regression (Elastic Net),0.6159574468085106,0.677004531111365,0.6816360963003443
undersampling_nearmiss,Double Chance 1X (Home or Draw),Random Forest,0.5542553191489362,0.6253300009342733,0.5979385187919004
undersampling_nearmiss,Double Chance 1X (Home or Draw),HistGradientBoosting (Early Stopping),0.5790780141843971,0.6333247738816827,0.6342544138629023
undersampling_nearmiss,Double Chance 1X (Home or Draw),XGBoost (L1/L2 Regularized),0.551418439716312,0.6056065035255854,0.5931045972481505
undersampling_nearmiss,Double Chance 1X (Home or Draw),Neural Network (Dropout),0.48936170212765956,0.5716513017162714,0.4988414533151667
undersampling_nearmiss,Double Chance X2 (Away or Draw),Logistic Regression (Elastic Net),0.6326241134751773,0.703597992327541,0.6478877273526649
undersampling_nearmiss,Double Chance X2 (Away or Draw),Random Forest,0.6322695035460993,0.6921320917350947,0.6466827760416234
undersampling_nearmiss,Double Chance X2 (Away or Draw),HistGradientBoosting (Early Stopping),0.6230496453900709,0.6759099044493297,0.6334442022289346
undersampling_nearmiss,Double Chance X2 (Away or Draw),XGBoost (L1/L2 Regularized),0.6230496453900709,0.6792548232585668,0.6401025163864486
undersampling_nearmiss,Double Chance X2 (Away or Draw),Neural Network (Dropout),0.5964539007092199,0.6433964993210983,0.6244870892249187
undersampling_nearmiss,Over 2.5 Goals,Logistic Regression (Elastic Net),0.5421985815602837,0.5600641225765178,0.5878866458949658
undersampling_nearmiss,Over 2.5 Goals,Random Forest,0.5439716312056737,0.5486788027513817,0.5967884247214241
undersampling_nearmiss,Over 2.5 Goals,HistGradientBoosting (Early Stopping),0.5407801418439716,0.5482543441819273,0.5910639143279164
undersampling_nearmiss,Over 2.5 Goals,XGBoost (L1/L2 Regularized),0.5379432624113475,0.5600054908636589,0.576476684773066
undersampling_nearmiss,Over 2.5 Goals,Neural Network (Dropout),0.5276595744680851,0.5380365241524387,0.5490979851782992
undersampling_nearmiss,Under 2.5 Goals,Logistic Regression (Elastic Net),0.5421985815602837,0.5600641225765178,0.4804110538121808
undersampling_nearmiss,Under 2.5 Goals,Random Forest,0.5315602836879432,0.5434919576163328,0.47267326982888963
undersampling_nearmiss,Under 2.5 Goals,HistGradientBoosting (Early Stopping),0.5446808510638298,0.5427207977730729,0.48181075594865064
undersampling_nearmiss,Under 2.5 Goals,XGBoost (L1/L2 Regularized),0.5379432624113475,0.5600054908636589,0.4875044897865715
undersampling_nearmiss,Under 2.5 Goals,Neural Network (Dropout),0.5148936170212766,0.5249261084834889,0.4673989492144354
undersampling_nearmiss,BTTS (Both Teams To Score),Logistic Regression (Elastic Net),0.5138297872340425,0.5171756700763785,0.55156615495664
undersampling_nearmiss,BTTS (Both Teams To Score),Random Forest,0.500709219858156,0.508271995506488,0.5602306397156258
undersampling_nearmiss,BTTS (Both Teams To Score),HistGradientBoosting (Early Stopping),0.5145390070921986,0.5129901173933653,0.5737932710018397
undersampling_nearmiss,BTTS (Both Teams To Score),XGBoost (L1/L2 Regularized),0.5131205673758865,0.5076978430714628,0.557202761327112
undersampling_nearmiss,BTTS (Both Teams To Score),Neural Network (Dropout),0.5180851063829788,0.5139677676553666,0.5509982048647576
undersampling_nearmiss,BTTS - No,Logistic Regression (Elastic Net),0.5138297872340425,0.5171655504532213,0.4591838459625234
undersampling_nearmiss,BTTS - No,Random Forest,0.5120567375886526,0.506046834502148,0.41899705466428533
undersampling_nearmiss,BTTS - No,HistGradientBoosting (Early Stopping),0.523758865248227,0.5186829106463955,0.4152066237845167
undersampling_nearmiss,BTTS - No,XGBoost (L1/L2 Regularized),0.5131205673758865,0.5076978430714628,0.45258391790016506
undersampling_nearmiss,BTTS - No,Neural Network (Dropout),0.5088652482269505,0.5087191451137701,0.46370464833872094
undersampling_nearmiss,Home Clean Sheet,Logistic Regression (Elastic Net),0.5106382978723404,0.5819360454449317,0.43731543651559657
undersampling_nearmiss,Home Clean Sheet,Random Forest,0.4599290780141844,0.5663286310147272,0.4278940637934956
undersampling_nearmiss,Home Clean Sheet,HistGradientBoosting (Early Stopping),0.49219858156028373,0.5610972951984318,0.41875898290127483
undersampling_nearmiss,Home Clean Sheet,XGBoost (L1/L2 Regularized),0.475177304964539,0.5540067531043328,0.42059084101244926
undersampling_nearmiss,Home Clean Sheet,Neural Network (Dropout),0.43510638297872334,0.5393424776467759,0.4194747622518701
